delay,md5_hash_1,md5_hash_2,ttc1,ttc2,jfi
0,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35909533500671387,0.2450268268585205,0.9655754552885661
0,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3526933193206787,0.2283952236175537,0.9562463666830551
0,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35346388816833496,0.22436141967773438,0.9524533745867604
0,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3223118782043457,0.22480487823486328,0.9692155134829464
0,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3510911464691162,0.24235939979553223,0.9675208978126648
20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.33444833755493164,0.663372278213501,0.9019864666431093
20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3449516296386719,0.6474266052246094,0.9149952348616838
20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35654568672180176,0.6466999053955078,0.92281090056922
20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3476564884185791,0.6437704563140869,0.9180995779659292
20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3429255485534668,0.6295220851898193,0.9200834635849552
40,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3473701477050781,1.056485891342163,0.7967199353426824
40,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35385918617248535,1.0602266788482666,0.8003056675087187
40,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.34192490577697754,1.0573678016662598,0.7927596386847131
40,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3568713665008545,1.0418353080749512,0.8065698716252555
40,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.34980058670043945,1.0689177513122559,0.7955922007457125
60,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.326019287109375,1.432767391204834,0.7163435827728003
60,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3434293270111084,1.4378807544708252,0.7259541981329782
60,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35051417350769043,1.4522829055786133,0.7280685374211822
60,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3594059944152832,1.4432015419006348,0.7344911833484434
60,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35747385025024414,1.4498076438903809,0.7324354862953619
80,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3596765995025635,1.846635341644287,0.687654973773621
80,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.34478235244750977,1.8470757007598877,0.680378883588851
80,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3580605983734131,1.8406271934509277,0.6874386684063287
80,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.332061767578125,1.845895767211914,0.6742529205225128
80,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3601808547973633,1.8513848781585693,0.6874519580349872
100,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3587455749511719,2.2552409172058105,0.6551461514916413
100,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3401613235473633,2.247789144515991,0.6479434234485774
100,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.35698437690734863,2.2571277618408203,0.6542990305515676
100,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.3361649513244629,2.2467734813690186,0.6463450489925421
100,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.34990930557250977,2.248911142349243,0.6519129703599785
