loss,delay,md5_hash_sent,md5_hash,ttc
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.860480546951294
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3793776035308838
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8513224124908447
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8554301261901855
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.4217040538787842
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8473622798919678
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.9348139762878418
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3527004718780518
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8487977981567383
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8449037075042725
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8472697734832764
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8341183662414551
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8463983535766602
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3873822689056396
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8391032218933105
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8367629051208496
4.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8501973152160645
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8487470149993896
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8595616817474365
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8401892185211182
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8524496555328369
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8521764278411865
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.4381616115570068
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8325328826904297
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8397765159606934
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8456006050109863
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8497319221496582
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8399829864501953
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8502371311187744
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8457658290863037
2.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.8956315517425537
2.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3703198432922363
3.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.382209300994873
3.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,2.815021514892578
4.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.4132907390594482
0.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8360531330108643
0.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,0.8471829891204834
1.0,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,2.7916111946105957
1.5,20,7980a4fab8399744cc5bfde8c4e6fbe3,7980a4fab8399744cc5bfde8c4e6fbe3,1.3819847106933594
